Datum;Quelle;Firma;Ansprechpartner;Email;Telefon;PLZ;Ort;Land;Region;Event_Typ;Status;Notiz
2026-07-03;https://feuerwehr-selb.de/impressum/;Freiwillige Feuerwehr Selb;Andreas Friedel;info@ffselb.de;09287 76112;95100;Selb;DE;Bayern;Vereinsfest;kontaktiert 2026-07-03;Oberfranken
2026-07-03;https://slg-bayreuth.de/impressum/;SLG Bayreuth e.V.;Michael Zeilmann;kontakt@slg-bayreuth.de;;95494;Gesees;DE;Bayern;Vereinsfest;kontaktiert 2026-07-03;Oberfranken
2026-07-03;https://stadtmarketing-baunatal.de/impressum/;Stadtmarketing Baunatal GmbH;;info@stadtmarketing-baunatal.de;0561-95379580;34225;Baunatal;DE;Rheinland-Pfalz/Hessen;Stadtfest-Kommune;kontaktiert 2026-07-03;Stadtfest Baunatal
2026-07-03;https://tcv-die-gockel.com/impressum/;Taunussteiner Carneval Verein 1979 e.V. Die Gockel;Markus Janke;tcvmarkusjanke@t-online.de;0177 2954019;65232;Taunusstein;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Karneval Rheingau-Taunus
2026-07-03;https://vvv-langen.de/impressum/;Verkehrs- und Verschönerungsverein 1877 Langen e.V.;Chris Muth;info@vvv-langen.de;06103 21600;63225;Langen;DE;Rheinland-Pfalz/Hessen;Zelt-Festbetreiber;kontaktiert 2026-07-03;Ebbelwoifest
2026-07-03;https://www.musikverein-eichenzell.de/kontakt-impressum/;Musikverein Eichenzell e.V.;Grit Schmitt;vorstand@musikverein-eichenzell.de;0178 1961688;36124;Eichenzell;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Osthessen/Fulda
2026-07-03;https://musikverein-herbstein.de/impressum/;Musikverein Herbstein 1913 e.V.;;musikverein-herbstein@gmx.de;06643 7988789;36358;Herbstein;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Sommer-/Zeltfest Vogelsberg
2026-07-03;http://www.musikverein-reichelsheim.de/impressum.html;Musikverein Reichelsheim e.V.;;info@musikverein-reichelsheim.de;06035 9038818;61203;Reichelsheim (Wetterau);DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Wetterau
2026-07-03;https://blasorchester-nidderau.de/kontakt-2/;Blasorchester Nidderau e.V.;Winfried Luig;vorstand@bon-nidderau.de;06187 4899775;61130;Nidderau;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Main-Kinzig
2026-07-03;https://www.musikverein-saarwellingen.de/impressum;Musikverein 1891 Harmonie Saarwellingen e.V.;Jochen Klos;vorsitzender@musikverein-saarwellingen.de;06838 864676;66793;Saarwellingen;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Saarland
2026-07-03;https://musikverein-mimbach.de/impressum/;Musikverein Frohsinn Mimbach e.V.;Eric Moschel;vorstand@musikverein-mimbach.de;;66440;Blieskastel;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Saarpfalz
2026-07-03;https://www.feuerwehr-deutschfeistritz.at/impressum/;Freiwillige Feuerwehr Deutschfeistritz;ABI Andreas Reiter;kdo.003@bfvgu.steiermark.at;03127 41666;8121;Deutschfeistritz;AT;Österreich;Vereinsfest;kontaktiert 2026-07-03;FF-Fest Steiermark
2026-07-03;https://www.feuerwehr-zeltweg.at/impressum/;Freiwillige Feuerwehr Zeltweg Stadt;;office@feuerwehr-zeltweg.at;03577 23836;8740;Zeltweg;AT;Österreich;Vereinsfest;kontaktiert 2026-07-03;FF-Fest Steiermark
2026-07-03;https://www.axamer-dorffest.at/kontakt-impressum/;Axamer Dorffest (Axamer Rodelverein);Matthias Leis;axamer.dorffest@gmail.com;;6094;Axams;AT;Österreich;Vereinsfest;kontaktiert 2026-07-03;Dorffest Tirol
2026-07-03;https://www.musikverein-ternberg.at/;Musikverein Ternberg;;info@musikverein-ternberg.at;0699 14909160;4452;Ternberg;AT;Österreich;Vereinsfest;kontaktiert 2026-07-03;Zeltfest OÖ
2026-07-03;https://www.mgwattenwil.ch/kontakt;Musikgesellschaft Wattenwil;Roman Kaufmann;presi@mgwattenwil.ch;079 412 67 92;3665;Wattenwil;CH;Schweiz;Vereinsfest;kontaktiert 2026-07-03;Bern
2026-07-03;https://www.chilbi-bichwil.ch/impressum;Verein Chilbi Bichwil;Evelyne Bucher;chilbi.bichwil@bluewin.ch;079 693 47 27;9248;Bichwil;CH;Schweiz;Vereinsfest;kontaktiert 2026-07-03;Chilbi St. Gallen
2026-07-03;https://www.galmihorn.ch/impressum;Musikgesellschaft Galmihorn;;info@galmihorn.ch;;3985;Münster;CH;Schweiz;Vereinsfest;kontaktiert 2026-07-03;Wallis
2026-07-03;https://musikverein-rommelshausen.de/impressum/;Musikverein Rommelshausen e.V.;Florian Ladenburger;mvr@outlook.de;;71394;Kernen im Remstal;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Rems-Murr
2026-07-03;https://www.musikverein-stetten.de/kontakt/vorstand;Musikverein Stetten i.R. e.V.;Sven Stitzelberger;sven.stitzelberger@musikverein-stetten.de;07151 278878;71394;Kernen im Remstal;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Rems-Murr
2026-07-03;https://mv-welzheim.de/impressum/;Musikverein Stadtkapelle Welzheim e.V.;;info@mv-welzheim.de;;73642;Welzheim;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Rems-Murr
2026-07-03;https://www.musikverein-schwaikheim.de/impressum/;Musikverein Schwaikheim;Florian Rauscher;f.rauscher@musikverein-schwaikheim.de;07141 2974586;71409;Schwaikheim;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Rems-Murr
2026-07-03;https://www.mv-feldstetten.de/impressum;Musikverein Feldstetten e.V.;Johannes Bäumler;info@mv-feldstetten.de;;72535;Heroldstatt;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Schwäbische Alb
2026-07-03;https://www.mvblaubeuren.de/impressum/;Musikverein Stadtkapelle Blaubeuren e.V.;;info@mvblaubeuren.de;0731 55040095;89143;Blaubeuren;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Schwäbische Alb
2026-07-03;https://www.sms-schwetzingen.de/impressum/;Stadtmarketing Schwetzingen e.V.;;info@sms-schwetzingen.de;06202 9478600;68723;Schwetzingen;DE;Baden-Württemberg;Stadtfest-Kommune;kontaktiert 2026-07-03;Stadtmarketing
2026-07-03;https://www.hagnauer.de/;Winzerverein Hagnau eG;;info@hagnauer.de;;88709;Hagnau am Bodensee;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Bodensee/Weinfest
2026-07-03;https://www.mk-fischbach.de/kontakt/;Musikkapelle Friedrichshafen-Fischbach e.V.;;vorstandschaft@mk-fischbach.de;;88048;Friedrichshafen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Bodensee
2026-07-03;https://www.stadtkapelle-tettnang.de/;Stadtkapelle Tettnang;;info@stadtkapelle-tettnang.de;;88069;Tettnang;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Montfort-/Bähnlesfest
2026-07-03;https://www.vetter-guser.de/rechtliches/impressum/;Narrenzunft Vetter Guser Sigmaringen e.V.;;zunftmeister@vetter-guser.de;;72488;Sigmaringen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Fasnet
2026-07-03;https://www.musikverein-duerbheim.de/impressum/;Musikverein Dürbheim e.V.;;info@musikverein-duerbheim.de;;78589;Dürbheim;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Tuttlingen
2026-07-03;https://stadtmusik-emmendingen.de/impressum/;Stadtmusikverein Emmendingen e.V.;;vorstand@stadtmusik-emmendingen.de;;79312;Emmendingen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Breisgau
2026-07-03;https://www.musikverein-wald.de/impressum/;Musikverein Wald e.V.;;vorstand@musikverein-wald.de;;88639;Wald-Hippetsweiler;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Oberschwaben
2026-07-03;https://www.mv-haisterkirch.de/kontakt-impressum/;Musikverein Haisterkirch e.V.;;info@mv-haisterkirch.de;;88339;Bad Waldsee;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Oberschwaben
2026-07-03;https://stadtkapelle-bad-waldsee.de/impressum/;Musikverein Stadtkapelle Bad Waldsee 1827 e.V.;;info@stadtkapelle-bad-waldsee.de;;88339;Bad Waldsee;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-03;Oberschwaben
2026-07-03;https://festzelt-nothaft.de/impressum;Festzeltbetrieb Anton Nothaft OHG;Anton Nothaft;info@festzelt-nothaft.de;09421 62653;94315;Straubing;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-03;Gäubodenvolksfest
2026-07-03;https://www.volksfeste-heppenheimer.de/festzeltbetrieb_landshut/;Festzelt- und Schaustellerbetrieb Horst Heppenheimer;Horst Heppenheimer;festzelt@volksfeste-heppenheimer.de;0871 8000870;84030;Ergolding;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-03;Festwirt Landshut
2026-07-03;https://www.musikverein-kelheim-1846.de/impressum/;Musikverein Kelheim 1846 e.V.;Raimund Fries;raimund.fries@gmx.de;09441 3342;93309;Kelheim;DE;Bayern;Vereinsfest;kontaktiert 2026-07-03;Niederbayern
2026-07-03;https://www.musikverein-aindling.de/impressum;Musikverein Markt Aindling e.V.;Udo Scheuerpflug;info@musikverein-aindling.de;0178 4125900;86447;Aindling;DE;Bayern;Vereinsfest;kontaktiert 2026-07-03;Aichach-Friedberg
2026-07-03;https://www.schuetzen-happing.de/impressum/;Schützengesellschaft Wasen Happing e.V.;;webmaster@schuetzen-happing.de;0174 3848357;83022;Rosenheim;DE;Bayern;Vereinsfest;kontaktiert 2026-07-03;Rosenheim
2026-07-03;https://www.ff-haunstetten.de/index.php/news/impressum;Freiwillige Feuerwehr Haunstetten-Stadt Augsburg e.V.;Melanie Andraschko;info@ff-haunstetten.de;;86179;Augsburg;DE;Bayern;Vereinsfest;kontaktiert 2026-07-03;Augsburg
2026-07-03;https://www.burschenverein-baiern.de/impressum/;Burschenverein Baiern 1921;;info@burschenverein-baiern.de;0172 5106367;85625;Baiern;DE;Bayern;Vereinsfest;kontaktiert 2026-07-03;Ebersberg
2026-07-03;https://www.feuerwehr-traunstein.de/impressum/;Freiwillige Feuerwehr Stadt Traunstein e.V.;;anfragen@feuerwehr-traunstein.de;0861 98960-0;83278;Traunstein;DE;Bayern;Vereinsfest;kontaktiert 2026-07-03;Chiemgau
2026-07-03;https://www.ffw-roth.de/impressum;Freiwillige Feuerwehr Roth e.V.;Christian Neßler;info@ffw-roth.de;09171 848600;91154;Roth;DE;Bayern;Vereinsfest;kontaktiert 2026-07-03;Mittelfranken
2026-07-03;https://www.zeltbetriebe-schaechtner.de/impressum;Zeltbetriebe Schächtner GmbH;Christian Jacobsen;mail@zeltbetriebe-schaechtner.de;0911 303969;90765;Fürth;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-03;Raum Nürnberg-Fürth
2026-07-03;https://svmeinheim.de/impressum;SV 1957 Meinheim;Andreas Ritzer;info@svmeinheim.de;017016182886;91802;Meinheim;DE;Bayern;Vereinsfest;kontaktiert 2026-07-03;Weißenburg-Gunzenhausen
2026-07-03;https://www.ipsheim.de/impressum;Markt Ipsheim;;info@ipsheim.de;09846 97970;91472;Ipsheim;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-03;Ipsheimer Weinfest
2026-07-03;https://nenzenheimer-weinfest.de/kontakt/;Weinbauverein Nenzenheim e.V.;Alexander Hansch;hansch.alexander@t-online.de;09326 979662;97346;Iphofen-Nenzenheim;DE;Bayern;Vereinsfest;kontaktiert 2026-07-03;Weinfest
2026-07-03;https://www.mv-obertheres.de/impressum;Trachtenkapelle Musikverein Obertheres;Thomas Klopf;vorstandschaft@mv-obertheres.de;;97531;Obertheres;DE;Bayern;Vereinsfest;kontaktiert 2026-07-03;Haßberge
2026-07-03;https://www.stadtkapelle-zeil.de/impressum/;Musikverein Stadtkapelle Zeil am Main e.V.;Dietmar Herrnleben;vorstand1@stadtkapelle-zeil.de;09524 9985;97475;Zeil am Main;DE;Bayern;Vereinsfest;kontaktiert 2026-07-03;Haßberge/Weinfest
2026-07-03;https://spvgg-zeckern.de/kontakt/;Spielvereinigung Zeckern e.V.;Gerhard Wagner (1. Vorstand);info@spvgg-zeckern.de;09195 1770;91334;Hemhofen-Zeckern;DE;Bayern;Vereinsfest;BOUNCE 2026-07-03 / KEIN Neukontakt;"Erlangen-Höchstadt | EMAIL UNZUSTELLBAR: info@spvgg-zeckern.de leitet auf guido-leisker@mailbox.org weiter -> 550 User unknown (Bounce 03.07., Zuordnung 17.07. über MX r19.hallo.cloud verifiziert). Vereinsseite nennt weiterhin nur diese tote Adresse; Impressum ohne Mail. ACHTUNG: Impressum enthält ausdrücklichen WERBE-WIDERSPRUCH (Nutzung der Mailadressen zu Werbezwecken untersagt) -> NICHT erneut per Mail/Formular bewerben. Zudem kein Event gelistet. Lead geschlossen."
2026-07-03;https://beaumarais.vhv-saarlouis.de/impressum/;Verein für Mundart und Geschichte Beaumarais;Jürgen Baus;Juergen.Baus@saarlouis.de;06831 443-332;66470;Saarlouis;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Beaumaraiser Dorffest
2026-07-03;https://www.feuerwehr-homburg.de/ihre-feuerwehr/lb4;Freiwillige Feuerwehr Homburg;;kontakt@feuerwehr-homburg.de;06841 92410;66424;Homburg;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Saarpfalz
2026-07-03;https://www.pirmasens-marketing.de/impressum/;Pirmasens Marketing e.V.;Rolf Schlicher;info@pirmasens-marketing.de;06331 2394312;66954;Pirmasens;DE;Rheinland-Pfalz/Hessen;Stadtfest-Kommune;kontaktiert 2026-07-03;Stadtfest West-Pfalz
2026-07-03;https://ffw-simmern-ww.de/impressum/;Freiwillige Feuerwehr Simmern (Westerwald);Marc Schawo;marc@ffw-simmern-ww.de;0171-3589621;56337;Simmern (Westerwald);DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Westerwald
2026-07-03;https://www.feuerwehr-westhofen.de/impressum;Förderverein Feuerwehr Westhofen;;info@feuerwehr-westhofen.de;06244-5908850;67593;Westhofen;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Rheinhessen
2026-07-03;https://www.mvdernbach.de/impressum;Musikverein Dernbach e.V.;;info@mvdernbach.de;02602 1063261;56428;Dernbach;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Westerwald
2026-07-03;https://www.turnerschaft-germersheim.de/impressum;Turnerschaft 1863 Germersheim e.V.;;geschaeftsstelle@turnerschaft-germersheim.de;07274 4995;76726;Germersheim;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Pfalz
2026-07-03;https://sg-eifel-mitte.de/impressum/;Sportverein Oberkyll 1971 e.V.;;info@svoberkyll.de;01516 1644328;54587;Lissendorf;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Eifel
2026-07-03;https://www.karnevalverein-dudenhofen.de/vorstand.html;Karnevalverein Dudenhofen e.V.;;info@karnevalverein-dudenhofen.de;;67369;Dudenhofen;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-03;Pfalz
2026-07-03;https://kaernten.landjugend.at/kontakt/landjugend-referat;Landjugend Kärnten;;ktn@landjugend.at;0463 5850-2411;9020;Klagenfurt;AT;Österreich;Vereinsfest;kontaktiert 2026-07-03;Feste/Events Kärnten
2026-07-03;https://www.tmk-obertrum.at/impressum/;Trachtenmusikkapelle Obertrum am See;Günther Schaumburger;tmkobertrum@gmail.com;0664 1864915;5162;Obertrum am See;AT;Österreich;Vereinsfest;kontaktiert 2026-07-03;Salzburg
2026-07-03;https://www.mvloipersbach.at/impressum/;Musikverein Heimatklänge Loipersbach;Michael Trinkl;mail@mvloipersbach.at;0664 88738025;7020;Loipersbach im Burgenland;AT;Österreich;Vereinsfest;kontaktiert 2026-07-03;Burgenland
2026-07-03;https://www.noebv.at/;Musikverein der Stadt Amstetten (Stadtkapelle);Herbert Klaus;klaushe@gmx.at;0676 3706331;3300;Amstetten;AT;Österreich;Vereinsfest;kontaktiert 2026-07-03;Niederösterreich
2026-07-03;https://www.mgemmen.ch/index.php/kontakt/;Musikgesellschaft Emmen;Georg Balmer;info@mgemmen.ch;078 896 01 40;6021;Emmenbrücke;CH;Schweiz;Vereinsfest;kontaktiert 2026-07-03;Luzern
2026-07-03;https://mgvillmergen.ch/kontakt-1;Musikgesellschaft Villmergen;Urs Koepfli;info@mgvillmergen.ch;079 598 89 74;5612;Villmergen;CH;Schweiz;Vereinsfest;kontaktiert 2026-07-03;Aargau
2026-07-03;https://www.mgoberwil.ch/Impressum/;Musikgesellschaft Oberwil;Andrea Kurth;andrea.kurth@mgoberwil.ch;;3254;Messen;CH;Schweiz;Vereinsfest;kontaktiert 2026-07-03;Solothurn
2026-07-03;https://www.maienfest.de/;Maienfest e.V.;;info@maienfest.de;;74363;Güglingen;DE;Baden-Württemberg;Zelt-Festbetreiber;kontaktiert 2026-07-03;"Empfehlung von MV Güglingen; Pfingstfest, Sa+So abends Partyband; Hofbräu angefragt 03.07."
2026-07-04;https://www.stadtkapelle-eppingen.de/;Stadtkapelle Eppingen e.V.;;anfrage@stadtkapelle-eppingen.de;;75031;Eppingen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Kerwe/Sommerfestival
2026-07-04;https://mvr-online.de/;Musikverein Rohrbach e.V.;;vorstand@mvr-online.de;07262 2519526;75031;Eppingen-Rohrbach;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Jubiläumsfest
2026-07-04;https://www.mv-o.de/impressum/;Musikverein 1950 Oberderdingen e.V.;Sascha Scheuer;vorstand1@mv-o.de;0170 5624096;75038;Oberderdingen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Kraichgau
2026-07-04;https://www.hgv-eppingen.de/impressum/;Handels- und Gewerbeverein Eppingen 1849 e.V.;;info@hgv-eppingen.de;07262 6019234;75031;Eppingen;DE;Baden-Württemberg;Stadtfest-Kommune;kontaktiert 2026-07-04;Eppinger Kerwe/Stadtfeste
2026-07-04;https://musikverein-ohrnberg.de/kontakt-01.html;Musikverein Ohrnberg 1951 e.V.;Timo Müller;musikverein-ohrnberg@t-online.de;07948 942895;74613;Öhringen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Hohenlohe
2026-07-04;https://musikverein-umpfertal.de/impressum/;Musikverein Umpfertal e.V.;Josef Knoblauch;info@musikverein-umpfertal.de;07930 8307;97944;Boxberg;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Main-Tauber
2026-07-04;https://mv-limbach.de/impressum/;Musikverein 1863 Limbach e.V.;;info@mv-limbach.de;;74838;Limbach;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Neckar-Odenwald
2026-07-04;https://musikverein-wendlingen.de/impressum/;Musikverein Wendlingen e.V.;Jens Block;vorstand1@musikverein-wendlingen.de;;73240;Wendlingen am Neckar;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;LK Esslingen
2026-07-04;https://musikverein-leutenbach.de/impressum/;Musikverein Leutenbach e.V.;;info@musikverein-leutenbach.de;;71397;Leutenbach;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Rems-Murr
2026-07-04;https://www.trachtenkapelle-nordrach.de/impressum;Trachtenkapelle Nordrach e.V.;;vorstand@trachtenkapelle-nordrach.de;;77787;Nordrach;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Kinzigtal
2026-07-04;https://trachtenkapelle-st-peter.de/impressum/;Trachtenkapelle St. Peter e.V.;Hannes Ruf;info@trachtenkapelle-st-peter.de;07660 9209900;79271;St. Peter;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Hochschwarzwald
2026-07-04;https://www.musikverein-oberwihl.de/about/;Musikverein Oberwihl e.V.;;vorstandschaft@musikverein-oberwihl.de;07754 929469;79733;Görwihl;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Hochrhein
2026-07-04;https://bmk-buggingen.de/impressum-2/;Bergmannskapelle Buggingen e.V.;;kontakt@bmk-buggingen.de;07634 2579;79426;Buggingen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Markgräflerland
2026-07-04;https://musikverein-merdingen.de/impressum/;Musikverein Merdingen e.V.;;verwaltung@musikverein-merdingen.de;;79291;Merdingen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Tuniberg
2026-07-04;https://mv-tannhausen.de/impressum/;Musikverein Tannhausen e.V.;Lars Kesenheimer;vorsitzender@mv-tannhausen.de;0176 47295418;88326;Aulendorf;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Oberschwaben
2026-07-04;https://www.musikverein-bz.de/kontakt/;Musikverein Blönried-Zollenreute e.V.;Nils Kownatzki;info@musikverein-bz.de;0178 1426896;88326;Aulendorf;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Oberschwaben
2026-07-04;https://nz-schlossbergturm.de/impressum/;Narrenzunft Schlossbergturm Albstadt-Ebingen 1985 e.V.;Patrick Ferrari;kontakt@nz-schlossbergturm.de;;72426;Albstadt;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Fasnet Zollernalb
2026-07-04;https://www.ebrachtaler-ebersberg.de/impressum.html;G.T.E.V. Ebrachtaler Ebersberg e.V.;Sebastian Zimmermann;info@ebrachtaler-ebersberg.de;;85643;Steinhöring;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Trachtenverein Ebersberg
2026-07-04;https://www.edelweiss-bad-toelz.de/impressum;GTEV Edelweiss Bad Tölz e.V.;Andreas Wachs;edelweiss1921@googlemail.com;0171 2754115;83646;Wackersberg;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Trachtenverein
2026-07-04;https://www.stadtkapelle-dachau.de/impressum/;Stadtkapelle Dachau e.V.;Michael Wagner;kontakt@stadtkapelle-dachau.de;;85221;Dachau;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Musikverein Dachau
2026-07-04;https://moerz-festzelte.de/;Mörz Festzeltbetriebs GmbH;Nadine Mörz;nadine.moerz@moerz-festzelte.de;0176 12344470;86854;Amberg bei Buchloe;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-04;Festzelt Ostallgäu
2026-07-04;https://pfaffenhofen.de/;Lebendige Innenstadt Pfaffenhofen a. d. Ilm e.V.;;info@paf-lebt.de;08441 4085870;85276;Pfaffenhofen a. d. Ilm;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-04;Innenstadt-Verein
2026-07-04;https://aktivecityfreising.de/kontakt/;Aktive City Freising e.V.;;info@ac-fs.de;08161 5445000;85354;Freising;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-04;City-Marketing
2026-07-04;https://bierzeltbetrieb.de/impressum.html;Bierzeltbetrieb (Familienbetrieb Volksfeste Bayern);;info@bierzeltbetrieb.de;0171 7507600;84302;Eggenfelden;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-04;Festwirt Niederbayern
2026-07-04;https://www.blasorchester-koetz.de/impressum.html;Blasorchester Kötz e.V.;Ulrich Stöckle;info@blasorchester-koetz.de;;89359;Kötz;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Günzburg, Waldfest
2026-07-04;https://homburger-weinfest.de/impressum;Homburger Weinfest UG;;info@homburger-weinfest.de;;97855;Triefenstein-Homburg;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-04;Weinfest Unterfranken
2026-07-04;https://ffw-tirschenreuth.de/de/impressum/;Freiwillige Feuerwehr Tirschenreuth e.V.;;vorstand@feuerwehr-tirschenreuth.de;09631 2928;95643;Tirschenreuth;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Oberpfalz
2026-07-04;https://www.ffw-waldsassen.de/impressum/;Freiwillige Feuerwehr Waldsassen e.V.;;info@ffw-waldsassen.de;09632 915815;95652;Waldsassen;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Oberpfalz
2026-07-04;https://www.winzer-sommerach.de/impressum;Winzerkeller Sommerach eG;Frank Dietrich;info@winzer-sommerach.de;09381 80610;97334;Sommerach;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-04;Weinfest
2026-07-04;https://www.nordheim-main.de/kontakt;Gemeinde Nordheim am Main;;info@nordheim-main.de;09381 2866;97334;Nordheim am Main;DE;Bayern;Stadtfest-Kommune;Absage/kein Bedarf 2026-07-06;Straßenweinfest | Verweis auf Tourist-Info Volkach (tourismus@volkach.de) -> neuer Lead
2026-07-04;https://www.reitverein-herrieden.de/impressum;Reit- und Fahrverein Herrieden 1980 e.V.;Davina Rapp;info@reitverein-herrieden.de;09825 708;91567;Herrieden;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Mittelfranken
2026-07-04;https://www.tv1860-gunzenhausen.de/impressum.html;TV 1860 Gunzenhausen e.V.;Manuel Blenk;info@tv1860-gunzenhausen.de;09831 8210;91710;Gunzenhausen;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Sportverein
2026-07-04;https://sgcoburg.de/impressum/;Schützengesellschaft Coburg 1354 e.V.;Christian Ulrich;info@sgcoburg.de;09561 39814;96450;Coburg;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Schützenfeste
2026-07-04;https://kfv-kulmbach.feuerwehren.bayern/impressum;Kreisfeuerwehrverband Kulmbach e.V.;Stefan Härtlein;info@kfv-kulmbach.de;0170 2815120;95336;Mainleus;DE;Bayern;Vereinsfest;offen (AP OOO) 2026-07-04;"Oberfranken | Auto-Antwort AP Haertlein abwesend; noch offen"
2026-07-04;https://www.tus08-schaidt.de/verein/impressum/;Turn und Sportverein 1908 Schaidt e.V.;Gernot Sambach;tus-schaidt@gmx.de;015227778546;76744;Wörth am Rhein;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-04;Südpfalz
2026-07-04;https://www.sv-rheinpfalz.de/;Schützenverein Rheinpfalz e.V.;;admin@sv-rheinpfalz.de;;67098;Bad Dürkheim;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-04;Pfalz
2026-07-04;https://musikverein-saarburg.de/impressum/;Musikverein Saarburg von 1892 e.V.;;musikverein.saarburg@gmx.de;;54439;Saarburg;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-04;Sommerfest
2026-07-04;https://www.musikverein-salz.de/kontakt/;Musikverein Edelweiß Salz e.V.;;1.Vorsitzender@musikverein-salz.de;;56414;Salz;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-04;Westerwald
2026-07-04;https://verkehrsverein-guntersblum.de/impressum/;Verkehrsverein Guntersblum/Rhein e.V.;;info@verkehrsverein-guntersblum.de;06249 8037485;67583;Guntersblum;DE;Rheinland-Pfalz/Hessen;Zelt-Festbetreiber;kontaktiert 2026-07-04;Kellerweg-Fest
